Benämning                      Num Hplnamn Notering                                                       Numerisk X   Numerisk Y          wgs84_lat         wgs84_long
235 Sandeslättsgatan 3                 235                                                                 323682,00   6407875,00      57,7781727770      12,0348209981
236 Sandeslätt 12                      236                                                                 323733,00   6407668,00      57,7763359792      12,0358296320
237 Sandeslättskroken 2                237 Korsningen                                                      323870,00   6407655,00      57,7762732029      12,0381395830
241 Blomstigen 16                      241                                                                 323574,00   6408643,00      57,7850195481      12,0324420082
242 Vattentornsgatan 66                242 Vändplats                                                       324081,00   6408515,00      57,7840705772      12,0410508645
243 Hålskogsgatan 19                   243                                                                 324136,00   6408420,00      57,7832399568      12,0420442964
244 Branddammsbacken 15                244                                                                 324153,00   6408079,00      57,7801877142      12,0425801458
245 Hammarkroken 112                   245 Vändplats                                                       324281,00   6407972,00      57,7792779727      12,0448080747
251 Masurkavägen 10                    251 Fr.Gammaldansvägen                                              323542,00   6409056,00      57,7887117439      12,0316002317
252 Polkettvägen 1                     252 Fr.Gammaldansvägen                                              323480,00   6409179,00      57,7897906389      12,0304681811
255 Stekastigen 8                      255                                                                 323161,00   6409197,00      57,7898263626      12,0250967576
257 Steken 1.A                         257 Vändplats                                                       322855,00   6409239,00      57,7900823240      12,0199258510
261 Bondegärdet 41                     261                                                                 323120,00   6406957,00      57,7697168648      12,0260617745
262 Bondegärdet 21                     262                                                                 323209,00   6407097,00      57,7710077940      12,0274525730
263 Hjällbo Lillgata 1                 263                                                                 323282,00   6407221,00      57,7721488227      12,0285867031
265 Fotbollsvägen 2                    265                                                                 323374,00   6407088,00      57,7709919732      12,0302292289
267 Fotbollsvägen 14                   267                                                                 323459,00   6406885,00      57,7692044620      12,0318056639
268 Brännbollsvägen 13                 268                                                                 323336,00   6406792,00      57,7683218043      12,0298094419
271 Hjällbogärdet 19                   271                                                                 323648,00   6407150,00      57,7716559826      12,0347835788
272 Hjällbogärdet 53                   272 Taxificka A                                                     323715,00   6406922,00      57,7696370381      12,0360760173
273 Eriksbo Västergärd.17              273                                                                 323862,00   6407204,00      57,7722244378      12,0383365732
275 Eriksbo Östergärd.23               275                                                                 324168,00   6407169,00      57,7720304797      12,0434996823
277 Eriksbo Backe 1                    277                                                                 324329,00   6407243,00      57,7727574058      12,0461484436
100 Triörgatan 6                       100 Äldreboende Gunnared                                            324778,00   6410025,00      57,7978887941      12,0516515474
101 Angereds Torg Hpl                  101 Läge J                                                          324620,00   6409777,00      57,7956023361      12,0491787737
102 Angereds T.Taxipl.                 102 Inf.Kultivatorsgatan                                            324672,00   6409934,00      57,7970310188      12,0499373217
105 Fjäderharvsgatan 42                105                                                                 325020,00   6410006,00      57,7978129325      12,0557312451
107 Gunnareds Kyrkogård                107 Vändplan vid entrén                                             324645,00   6410187,00      57,7992900490      12,0492982260
108 Spadegatan 11                      108 Dagscenter                                                      324266,00   6409446,00      57,7924944684      12,0434746481
111 Peppargatan 17                     111                                                                 323187,00   6410338,00      57,8000717249      12,0246905907
112 Peppargatan 33                     112                                                                 323219,00   6410516,00      57,8016809940      12,0250967611
113 Kaneltorget 2                      113                                                                 323239,00   6410733,00      57,8036354731      12,0252724036
114 Bokgården 22                       114 Fr.Kanelgatan                                                   323116,00   6410993,00      57,8059000000      12,0230000000
115 Ekgården 43                        115 Taxifcika E - Fr.Kanelgatan                                     323158,00   6411236,00      57,8081155084      12,0235394720
116 Timjansgatan 15                    116 Taxificka B                                                     323310,00   6411374,00      57,8094133883      12,0259919677
120 Muskotgatan 7                      120 Gårdstens Centrum                                               323664,00   6410766,00      57,8040988775      12,0323894424
121 Salviagatan 31                     121 Taxificka B                                                     323656,00   6410439,00      57,8011625059      12,0324960741
122 Salviaterrassen 2                  122                                                                 323630,00   6410329,00      57,8001654751      12,0321403242
123 Muskotgatan 37                     123 Taxificka E                                                     323679,00   6411011,00      57,8063024999      12,0324608788
124 Saffransgatan 41                   124 Taxificka D                                                     323568,00   6411197,00      57,8079272943      12,0304584128
125 Saffransgatan 13                   125                                                                 323605,00   6411370,00      57,8094937614      12,0309525773
126 Pimpinellagatan 76                 126                                                                 323865,00   6411046,00      57,8066896434      12,0355607699
131 Malörtsgatan 27                    131 Vändplatsnr.18-48                                               323858,00   6410832,00      57,8047672780      12,0356007178
132 Malörtsgatan 117                   132 Vändplats Nr.74-101, Taxificka B                                323849,00   6410641,00      57,8030504027      12,0355901959
133 Malörtsgatan 171                   133 Vändplats Nr.161-175, Taxificka A                               323872,00   6410400,00      57,8008975881      12,0361540481
134 Ingefärsgatan 83                   134 Vändplats                                                       323972,00   6411799,00      57,8134863080      12,0368045145
135 Kaprisgatan 26                     135 Vändplats                                                       323912,00   6412017,00      57,8154183013      12,0356355066
137 Kryddkrassegatan 1                 137                                                                 324898,00   6411351,00      57,8098000000      12,0527000000
139 Kryddpeppargatan 30                139 Vändplats                                                       324731,00   6411678,00      57,8127000000      12,0496000000
140 Vaniljgatan 29                     140 Vårdcentral - Lövgärdet Centrum                                 324222,00   6412066,00      57,8159796152      12,0408102576
141 Senapsgatan 1                      141                                                                 324247,00   6411895,00      57,8144554521      12,0413562436
142 Fänkålsgatan 18                    142                                                                 324204,00   6411696,00      57,8126534847      12,0407797840
143 Kummingatan 24                     143                                                                 324349,00   6411454,00      57,8105395304      12,0433945907
144 Anisgatan 20                       144 Vändplats                                                       324021,00   6412179,00      57,8169143038      12,0373484252
145 Mejramgatan 1                      145 Vändplats                                                       323836,00   6412247,00      57,8174515186      12,0341884929
Benämning                      Num Hplnamn Notering                                                       Numerisk X   Numerisk Y          wgs84_lat         wgs84_long
------------------------------ ----------- ------------------------------------------------------------ ------------ ------------ ------------------ ------------------
146 Paprikagatan 30                    146 Vändplats                                                       323791,00   6412430,00      57,8190754010      12,0332971657
147 Rosmaringatan 52                   147 Taxi A                                                          323925,00   6412569,00      57,8203749915      12,0354474024
150 Fjällblomman 9                     150 Rannebergens Centrum - Vändplats                                325851,00   6410629,00      57,8037252923      12,0692394727
151 Fjällglimmen 3                     151                                                                 326105,00   6410678,00      57,8042634935      12,0734719891
152 Fjällhavren 5                      152                                                                 326193,00   6410411,00      57,8019024276      12,0751447428
153 Fjällnejlikan 4                    153                                                                 325981,00   6410155,00      57,7995236981      12,0717686766
154 Fjällsyran 4                       154                                                                 325785,00   6410300,00      57,8007482914      12,0683700061
155 Fjällviolen 6                      155                                                                 325688,00   6410598,00      57,8033837928      12,0665229777
158 Fjällbruden 7                      158                                                                 326395,00   6410575,00      57,8034518840      12,0784199407
159 Fjällbruden 17                     159                                                                 326482,00   6410503,00      57,8028397357      12,0799341313
161 Lilla Idtjärnsgatan 39             161 Vändplats                                                       325658,00   6411181,00      57,8086019645      12,0655939347
162 Idtjärnsgatan 111                  162 Vändplats                                                       325604,00   6410865,00      57,8057462056      12,0649168056
163 Mölnesjögatan 164                  163                                                                 325929,00   6410941,00      57,8065543900      12,0703230770
164 Mölnesjögatan 119                  164                                                                 325911,00   6411186,00      57,8087451895      12,0698422265
166 Titteridammshöjden 14              166 Taxificka B                                                     325357,00   6410332,00      57,8008687944      12,0611552264
167 Gunnaredsterrassen 69              167 Vändplats                                                       325383,00   6410086,00      57,7986720873      12,0617716047
171 Rappedalsvägen 17.F                171 Taxificka C                                                     325040,00   6410246,00      57,7999736641      12,0558917201
172 Rappedalsvägen 5.F                 172                                                                 324874,00   6410411,00      57,8013889224      12,0529818918
173 Trädgårdsgärdet 66                 173                                                                 324775,00   6410454,00      57,8017359643      12,0512869572
174 Trädgårdsgärdet 202                174                                                                 324800,00   6410909,00      57,8058272649      12,0513738082
181 Rumbavägen 19                      181 Storås Ängar                                                    324661,00   6409139,00      57,7899000000      12,0503000000
182 Tangovägen 20                      182                                                                 324828,00   6409092,00      57,7895000000      12,0532000000
3375 Billdals Stationsväg 11          3375                                                                 316795,00   6386235,00      57,5813000000      11,9356000000
1500 Styrsö Bratten                   1500 Båtterminal, Läge A                                             308511,00   6390469,00      57,6158502245      11,7939612230
1525 Styrsö Vårdcentral               1525 Brattenvägen 13                                                 308384,00   6390557,00      57,6165855791      11,7917691859
1504 Styrsö Församlingshem            1504 Brattenvägen 59                                                 307875,00   6390539,00      57,6162078080      11,7832765909
1505 Coop Konsum                      1505 Halsviksvägen 6                                                 307759,00   6390489,00      57,6157099968      11,7813775581
1515 ICA Nära Tången                  1515 Styrsö Hamnväg 30                                               307000,00   6390817,00      57,6183276492      11,7684316171
1517 Styrsö Tången                    1517 Båtterminal, Läge A                                             307081,00   6391135,00      57,6212142509      11,7695320462
1521 Kalvhagsskolan                   1521 Styrsö Tångenväg 55                                             307536,00   6390724,00      57,6177224674      11,7774639473
1529 Styrsöhemmet                     1529 Styrsö Kungspark 6                                              308529,00   6390252,00      57,6139117247      11,7944335852
1530 Svante Orells Väg 14             1530 Pensionat Skäret                                                308246,00   6389577,00      57,6077378318      11,7902383811
1506 Halsviksvägen 26                 1506 Kalvhagen                                                       307531,00   6390356,00      57,6144200125      11,7776728460
1508 Dammkärrsvägen 63                1508 Halsvik                                                         307222,00   6390207,00      57,6129518710      11,7726274051
1512 Kolkärrsvägen 22                 1512 Sandvik                                                         306781,00   6390609,00      57,6163685652      11,7649372930
1502 Styrsöskolan                     1502 Brattenskogen 37                                                308212,00   6390176,00      57,6130955087      11,7891962032
1501 Brattenskogen 11                 1501                                                                 308316,00   6390442,00      57,6155253567      11,7907236474
1503 Arbores väg 1                    1503 Fr.Madvägen                                                     308026,00   6390405,00      57,6150702566      11,7859063879
1524 Brattenvägen 31                  1524 Styrsö Bravik                                                   308153,00   6390706,00      57,6178237546      11,7877904770
1523 Styrsö Kyrka                     1523 Styrsö Kyrkogång                                                307825,00   6390633,00      57,6170295620      11,7823663249
1511 Dammkärrsvägen 18                1511 Halsviksporten                                                  307127,00   6390579,00      57,6162474609      11,7707436665
1519 Sörängen 20                      1519 Sörängen Öst                                                    307244,00   6390806,00      57,6183332897      11,7725183775
1518 Styrsö Tångenväg 21              1518 Linkuladalen                                                    307256,00   6390937,00      57,6195132966      11,7726146358
1516 Tångens Hamn                     1516 Styrsö Hamnväg 1                                                306989,00   6391074,00      57,6206278681      11,7680429265
1560 Donsö Hamn                       1560 Båtterminal, Läge A                                             308441,00   6388665,00      57,5996412448      11,7942172811
1555 ICA Yngves Livs                  1555 Donsö Backe 3                                                   308505,00   6388679,00      57,5997940104      11,7952754307
1550 Donsö Församlingshem             1550 Ringkullevägen 5                                                308827,00   6388628,00      57,5994730248      11,8006948055
1551 Donsö kyrka                      1551 Ringkullevägen 24                                               308996,00   6388492,00      57,5983247692      11,8036251170
1545 Missionskyrkan                   1545 Spjällevägen 20                                                 308931,00   6388776,00      57,6008443882      11,8023154803
1541 Stallebergsvägen 2               1541 Stalleberget                                                    308744,00   6389105,00      57,6037158439      11,7989319404
1542 Nordövägen 30                    1542 SMU-gården                                                      308987,00   6389241,00      57,6050384486      11,8028845933
1543 Nordövägen 50                    1543 Kilenparken                                                     308965,00   6389013,00      57,6029843520      11,8026966958
1544 Näsebergsvägen 1                 1544 Näseberget                                                      309139,00   6388806,00      57,6012013435      11,8057667496
1546 Lygnevägen 10                    1546 Fr.Töttefällevägen                                              309057,00   6388654,00      57,5998034571      11,8045165979
1548 Storesandsvägen 16               1548 Torholmen                                                       309352,00   6388466,00      57,5982419453      11,8095924848
1553 Tjärebergsvägen 19               1553 Horsika                                                         308616,00   6388362,00      57,5969979664      11,7973798748
1554 Donsö Hamnväg 20                 1554 Varvet                                                          308363,00   6388384,00      57,5970880582      11,7931363682
1561 Donsö Bryggväg 31                1561                                                                 308686,00   6388668,00      57,5997720804      11,7983077304
1650 Amhults Torg                     1650 ICA MAXI/MUMS                                                   307811,00   6400958,00      57,7096000000      11,7739000000
1600 Torslanda Torg                   1600 Fiskbilen                                                       307536,00   6402562,00      57,7239000000      11,7680000000
1601 Gatugårdsvägen 7.A               1601                                                                 307833,00   6402712,00      57,7254000000      11,7729000000
1602 Vitklövern 2                     1602                                                                 307971,00   6402825,00      57,7264000000      11,7751000000
1603 Vårbäcksvägen 7.A                1603                                                                 308260,00   6402877,00      57,7270000000      11,7799000000
1604 Bildstensgatan 27                1604                                                                 308076,00   6403024,00      57,7283000000      11,7767000000
Benämning                      Num Hplnamn Notering                                                       Numerisk X   Numerisk Y          wgs84_lat         wgs84_long
------------------------------ ----------- ------------------------------------------------------------ ------------ ------------ ------------------ ------------------
1607 Skogens Gård 75                  1607                                                                 308697,00   6403169,00      57,7298000000      11,7870000000
1608 Tjärnhöjdsvägen 11               1608                                                                 308973,00   6403125,00      57,7296000000      11,7917000000
1609 Bottnevägen 29                   1609                                                                 309095,00   6403275,00      57,7310000000      11,7936000000
1605 Inez Svenssons V.25              1605                                                                 309272,00   6403495,00      57,7330000000      11,7964000000
1610 Bottnevägen 6.C                  1610 Änghagsgården Ing.C - ANDRA AVFART PÅ VÄNSTER SIDA              309013,00   6403466,00      57,7326263076      11,7920634804
1606 Änghagsdalen 29                  1606                                                                 308847,00   6403306,00      57,7311000000      11,7894000000
1611 G:a Torslandav.17                1611                                                                 308769,00   6403665,00      57,7343000000      11,7878000000
1612 Änghagsvägen 10                  1612                                                                 308543,00   6403537,00      57,7331000000      11,7841000000
1615 Nickes Väg 62                    1615                                                                 308316,00   6403508,00      57,7327000000      11,7803000000
1616 Högstensgatan 34                 1616                                                                 308245,00   6403292,00      57,7307000000      11,7793000000
1617 Fornborgsgatan 10                1617                                                                 307962,00   6403262,00      57,7304000000      11,7746000000
1619 Runskriftsgatan 1                1619 WiLLY:S                                                         307698,00   6403330,00      57,7308457848      11,7701246140
1621 Runslingan 147                   1621                                                                 307447,00   6403387,00      57,7313000000      11,7659000000
1623 Lönnrunan 38                     1623                                                                 307348,00   6403181,00      57,7294000000      11,7644000000
1624 Lönnrunan 1                      1624                                                                 307101,00   6403159,00      57,7291000000      11,7603000000
1622 Runhällsgatan 27                 1622                                                                 307606,00   6403623,00      57,7334000000      11,7684000000
1626 Trollrunan 164                   1626                                                                 307088,00   6402960,00      57,7273000000      11,7602000000
1627 Rungången 26                     1627                                                                 306761,00   6403155,00      57,7289000000      11,7546000000
1628 Hornkamsgatan 43                 1628                                                                 306707,00   6403002,00      57,7275000000      11,7538000000
1631 Kraftrunegatan 44                1631                                                                 306730,00   6402819,00      57,7259000000      11,7543000000
1632 Kraftrunegatan 86                1632                                                                 306646,00   6402738,00      57,7251000000      11,7530000000
1633 Mossfyndsgatan 25                1633                                                                 306899,00   6402593,00      57,7239000000      11,7573000000
1634 Tallbarrsvägen 8                 1634                                                                 307009,00   6402463,00      57,7227750723      11,7592693132
1637 Noleredsvägen 9                  1637                                                                 307292,00   6402480,00      57,7230489975      11,7639991455
1636 G:a Tumlehedsv.12                1636                                                                 307321,00   6402182,00      57,7203889333      11,7647239581
1638 Kvarnkullevägen 6.T              1638                                                                 307650,00   6402385,00      57,7224000000      11,7701000000
1640 Solängsvägen 53                  1640 Äldreboende Solängen                                            307833,00   6402465,00      57,7231000000      11,7731000000
1641 Röds Pallasstig 17               1641 Taxificka C                                                     307576,00   6402133,00      57,7201000000      11,7690000000
1642 Rödgårdsvägen 21                 1642                                                                 307381,00   6401816,00      57,7171000000      11,7660000000
1643 Röds Sörgård 1                   1643                                                                 307767,00   6401862,00      57,7177000000      11,7725000000
1645 Nordhagsvägen 2.A                1645 Vårdcentral                                                     307897,00   6402010,00      57,7191000000      11,7745000000
1646 Låkebergsgatan 90                1646                                                                 308238,00   6402361,00      57,7224000000      11,7800000000
1647 Låkebergsgatan 91                1647                                                                 308317,00   6402109,00      57,7202000000      11,7815000000
1649 Torslandakrysset Hpl             1649 Läge C                                                          308409,00   6401493,00      57,7146747763      11,7835083417
1651 Källdamsvägen 1                  1651 Fr.Flygledarevägen                                              308065,00   6401363,00      57,7134000000      11,7779000000
1652 Snäckebergsvägen 1               1652 Fr.Flygledarevägen                                              307911,00   6401335,00      57,7130000000      11,7753000000
1653 L.Johans Lycka 18                1653 Amhults Långelid                                                307511,00   6401193,00      57,7116000000      11,7687000000
1654 Krimlanns Gård 44                1654 Amhults Långelid                                                307437,00   6401289,00      57,7124000000      11,7674000000
1656 Falkebovägen 4                   1656 P-plats                                                         307114,00   6401471,00      57,7139000000      11,7618000000
1657 Gossbydalsvägen 8                1657                                                                 307169,00   6401059,00      57,7103000000      11,7631000000
1661 N.Lysevägen 141                  1661                                                                 307684,00   6400719,00      57,7074000000      11,7720000000
1662 Stagvägen 6                      1662                                                                 307409,00   6400620,00      57,7064183594      11,7674488652
1663 Genuavägen 7                     1663                                                                 307294,00   6400626,00      57,7064229053      11,7655174146
1664 Fockvägen 5                      1664                                                                 307356,00   6400760,00      57,7076512217      11,7664489501
1665 Elsas Väg 12                     1665                                                                 307653,00   6400422,00      57,7047000000      11,7717000000
1667 Andalen 16                       1667                                                                 307365,00   6400332,00      57,7038000000      11,7669000000
1668 Håltavägen 8                     1668                                                                 307094,00   6400395,00      57,7043000000      11,7624000000
1669 Ekvatorsvägen 4                  1669                                                                 307078,00   6400199,00      57,7025000000      11,7622000000
1671 Klämman 6                        1671                                                                 307318,00   6399749,00      57,6985680876      11,7666210792
1680 Hällsviksvägen 45                1680 Hällsviks Bycenter,bokbuss                                      305653,00   6400271,00      57,7025000000      11,7383000000
1681 Hällsviksvägen 13                1681                                                                 306227,00   6400483,00      57,7047000000      11,7478000000
1682 Hällsviksvägen 29.B              1682                                                                 305955,00   6400393,00      57,7038000000      11,7433000000
1683 Lysbojsvägen 2                   1683                                                                 305402,00   6400522,00      57,7047000000      11,7339000000
1684 Fyrlyktevägen 14                 1684                                                                 305307,00   6400253,00      57,7022000000      11,7325000000
1686 Totrslottsvägen 5                1686                                                                 306290,00   6400694,00      57,7066000000      11,7486000000
1687 Böttö Fyrs Väg 1.A               1687                                                                 305504,00   6400960,00      57,7087000000      11,7353000000
1688 Långrevsvägen 8                  1688                                                                 305652,00   6401237,00      57,7112000000      11,7375000000
1698 Vinga Fyrs Väg 3                 1698                                                                 305045,00   6401215,00      57,7107000000      11,7274000000
1699 Axelinas Väg 22                  1699                                                                 304928,00   6401499,00      57,7132000000      11,7252000000
1697 Stora Pölsans Väg 4              1697                                                                 304549,00   6401144,00      57,7099000000      11,7191000000
1696 Majvik hållplats                 1696 Läge B                                                          304382,00   6401243,00      57,7106989858      11,7162304831
1694 Mistlursvägen 1                  1694 Fr.Hjuviks Bryggväg                                             304191,00   6401188,00      57,7101000000      11,7131000000
1693 Hjuviks Bryggväg 11              1693                                                                 304168,00   6400960,00      57,7081000000      11,7129000000
1692 Fyrskeppsvägen 18                1692                                                                 304455,00   6400720,00      57,7060000000      11,7179000000
Benämning                      Num Hplnamn Notering                                                       Numerisk X   Numerisk Y          wgs84_lat         wgs84_long
------------------------------ ----------- ------------------------------------------------------------ ------------ ------------ ------------------ ------------------
1691 Hamnfyrsvägen 8                  1691                                                                 304251,00   6400374,00      57,7028491167      11,7147420335
1690 Hjuvik hållplats                 1690 Läge A                                                          304082,00   6400607,00      57,7048650429      11,7117215050
1522 Ekudden 2                        1522 Fr.Styrsö Tångenvägen                                           307692,00   6390743,00      57,6179594193      11,7800561932
1520 Furufjällsvägen 1                1520 Fr.Styrsö Tångenväg                                             307418,00   6390737,00      57,6177887892      11,7754814673
1507 Halsviksängen 14                 1507                                                                 307492,00   6390172,00      57,6127531738      11,7771672549
1562 Kviavägen                        1562 Fr.Rävstensvägen                                                308634,00   6388871,00      57,6015706630      11,7972788576
1556 Skatkullevägen 3                 1556 Fr.Västövägen                                                   308485,00   6388558,00      57,5987002833      11,7950368194
1552 Donsö Skola                      1552 Grådalsvägen 19                                                 308847,00   6388360,00      57,5970778480      11,8012401065
1557 Källebacken 1                    1557 Fr.Horsikavägen                                                 308640,00   6388549,00      57,5986852807      11,7976332739
770 Östra Hamngatan 18                 770 Nordstan Åhlens                                                 319312,00   6400353,00      57,7089628599      11,9671051372
1531 Skärvikens Gruppb.               1531 Svante Orells Väg 4                                             308401,00   6389893,00      57,6106376496      11,7925783794
2810 Ångpannegatan 18                 2810 LIDL                                                            318184,00   6402544,00      57,7282000000      11,9466000000
1418 Rubingatan 30                    1418 Taxificka C                                                     315021,00   6393263,00      57,6436258745      11,9006351071
1150 Talattagatan 12                  1150 Långedragspaviljongen                                           312065,00   6396140,00      57,6682000000      11,8490000000
1157 Roddföreningen Hpl               1157 Läge A                                                          312213,00   6395682,00      57,6642000000      11,8518000000
1160 Saltholmens Brygga               1160 Läge C                                                          311736,00   6395314,00      57,6606615376      11,8440906751
1161 Gamla vägen 5                    1161                                                                 312755,00   6396026,00      57,6675000000      11,8606000000
1162 V.Palmgrensg. 179                1162                                                                 312937,00   6395950,00      57,6669000000      11,8637000000
1163 Johannelundsg.15                 1163                                                                 313008,00   6395835,00      57,6659000000      11,8650000000
1164 Fältgatan 9                      1164                                                                 313170,00   6395981,00      57,6672000000      11,8676000000
1166 V.Palmgrensg.118.B               1166                                                                 313317,00   6396090,00      57,6683000000      11,8699000000
1167 V.Palmgrensg.106                 1167                                                                 313527,00   6396089,00      57,6684000000      11,8735000000
1168 V.Palmgrensg.92                  1168                                                                 313687,00   6396111,00      57,6686000000      11,8761000000
1171 Pärt-Antons Gata 79              1171                                                                 313398,00   6395651,00      57,6644000000      11,8716000000
1172 Pärt-Antons Gata 93              1172                                                                 313125,00   6395515,00      57,6630000000      11,8672000000
1173 Tandkullegatan 36                1173                                                                 312850,00   6395484,00      57,6627000000      11,8626000000
1174 N.Fiskebäcksv.51                 1174                                                                 313319,00   6395194,00      57,6602000000      11,8707000000
3112 Lerskäddegatan 52.A              3112                                                                 312744,00   6394665,00      57,6553000000      11,8615000000
3114 N.Fiskebäcksv.97                 3114                                                                 313116,00   6394587,00      57,6547000000      11,8677000000
3116 N.Fiskebäcksv.73                 3116                                                                 313223,00   6394857,00      57,6572000000      11,8693000000
3117 Källängsgatan 9                  3117                                                                 313120,00   6394967,00      57,6581000000      11,8675000000
3118 Lerskäddegatan 27                3118                                                                 312851,00   6395070,00      57,6589000000      11,8629000000
3119 Piggvarsgatan 3.A                3119                                                                 313125,00   6395237,00      57,6606000000      11,8674000000
3121 Mungårdsgatan 2                  3121                                                                 313556,00   6394677,00      57,6557000000      11,8750000000
3122 Mungårdsgatan 129                3122 Vändplats                                                       313721,00   6394862,00      57,6574000000      11,8777000000
3123 Västes gata 24                   3123                                                                 313806,00   6394740,00      57,6564000000      11,8792000000
3126 Östes gata 1                     3126                                                                 314022,00   6394894,00      57,6578000000      11,8827000000
3128 Lägatan 2                        3128                                                                 314175,00   6395453,00      57,6629000000      11,8848000000
3127 Lastrumsgatan 2                  3127                                                                 314275,00   6395311,00      57,6617000000      11,8866000000
3132 Pingtsvägen 4.B                  3132                                                                 314050,00   6395414,00      57,6625000000      11,8827000000
3134 Madbäcksvägen 21.A               3134                                                                 313965,00   6395520,00      57,6634000000      11,8812000000
3136 Madbäcksvägen 5.E                3136                                                                 313774,00   6395672,00      57,6647000000      11,8779000000
3137 Påvelundsgatan 16                3137                                                                 313970,00   6395726,00      57,6653000000      11,8812000000
3141 Lunnefågelgången 2               3141 Carnegie äng, Silltrutsgatan                                    314212,00   6396553,00      57,6728000000      11,8846000000
3142 Östra Palmgrensg.33              3142                                                                 314368,00   6396694,00      57,6741000000      11,8871000000
3143 Tättingengatan 12                3143                                                                 314801,00   6396887,00      57,6760000000      11,8942000000
3144 Brevduvegatan 12                 3144                                                                 314614,00   6396786,00      57,6751000000      11,8911000000
3146 Tjädergatan 14                   3146                                                                 314648,00   6396553,00      57,6730000000      11,8919000000
3147 Tjädergatan 13                   3147                                                                 314471,00   6396522,00      57,6726000000      11,8889000000
3148 Staregatan 11                    3148 Fr.Ljungdalsgatan                                               314359,00   6396327,00      57,6708000000      11,8872000000
3151 Berglärkan 30                    3151 Taxificka A                                                     314757,00   6396333,00      57,6711000000      11,8939000000
3152 Trälåsvägen Hpl                  3152 Läge B                                                          314970,00   6396206,00      57,6700000000      11,8975000000
3153 Uppegårdsliden 4                 3153 Vändplats                                                       314876,00   6395948,00      57,6677000000      11,8962000000
3154 Uppegårdsvägen 25                3154                                                                 314751,00   6395919,00      57,6673000000      11,8941000000
3156 Grimmereds By 1                  3156 Vändplats                                                       314678,00   6395664,00      57,6650000000      11,8931000000
3157 Kavåsvägen Hpl                   3157 Läge B                                                          314945,00   6395671,00      57,6652000000      11,8975000000
3163 Furåsgläntan 12                  3163                                                                 313508,00   6395356,00      57,6618000000      11,8737000000
3164 Ö skärvallsgatan 14              3164                                                                 313630,00   6395146,00      57,6599000000      11,8759000000
3166 Stötekärrsvägen 13               3166                                                                 313819,00   6395277,00      57,6612000000      11,8790000000
3167 Nolebrunnsgatan 21               3167                                                                 313890,00   6395217,00      57,6607000000      11,8802000000
3168 Fredagstomten 3                  3168                                                                 314143,00   6395218,00      57,6608000000      11,8844000000
990 Älvsborgsplan 1                    990 Mariaträffen                                                    316378,00   6397914,00      57,6859000000      11,9198000000
3150 Grimmeredsvägen 10               3150 Dalaskolan                                                      315224,00   6397163,00      57,6787000000      11,9010000000
3376 Billdals Allé 40                 3376 Gula Huset                                                      317328,00   6386497,00      57,5839000000      11,9443000000
Benämning                      Num Hplnamn Notering                                                       Numerisk X   Numerisk Y          wgs84_lat         wgs84_long
------------------------------ ----------- ------------------------------------------------------------ ------------ ------------ ------------------ ------------------
3171 Dalavägen 27.A                   3171                                                                 315317,00   6396679,00      57,6744000000      11,9030000000
3172 Dalavägen 32                     3172                                                                 315370,00   6396424,00      57,6721000000      11,9041000000
3173 Dalavägen 46                     3173                                                                 315361,00   6396255,00      57,6706000000      11,9040000000
3174 Dalavägen 75                     3174                                                                 315243,00   6396064,00      57,6688000000      11,9022000000
889 Sveagatan 2                        889                                                                 318436,00   6398830,00      57,6949491066      11,9535731705
1091 Ängåsgatan 36                    1091                                                                 315696,00   6396825,00      57,6759000000      11,9092000000
1092 Ängåsgatan 14                    1092                                                                 315726,00   6397072,00      57,6781000000      11,9095000000
1093 Järnbrottsgatan 27               1093                                                                 315818,00   6396973,00      57,6772000000      11,9111000000
1141 Eckragatan 12                    1141                                                                 313088,00   6396476,00      57,6716000000      11,8658000000
1143 Patrullgatan 14                  1143                                                                 312873,00   6396537,00      57,6721000000      11,8622000000
